person,state,district,vote,name,party
400001,HI,1,Not Voting,"Rep. Neil Abercrombie [D, 1991-2010]",Democrat
400003,NY,5,Present,"Rep. Gary Ackerman [D, 1993-2012]",Democrat
400004,AL,4,Present,"Rep. Robert Aderholt [R, 1997-2018]",Republican
400005,MO,2,Present,"Rep. Todd Akin [R, 2001-2012]",Republican
400006,LA,5,Present,"Rep. Rodney Alexander [R, 2003-2013]",Republican
400007,ME,1,Present,"Rep. Thomas “Tom” Allen [D, 1997-2008]",Democrat
400008,NJ,1,Present,"Rep. Robert “Rob” Andrews [D, 1990-2014]",Democrat
400009,CA,43,Present,"Rep. Joe Baca [D, 2003-2012]",Democrat
400010,AL,6,Present,"Rep. Spencer Bachus III [R, 1993-2014]",Republican
400011,WA,3,Not Voting,"Rep. Brian Baird [D, 1999-2010]",Democrat
400013,WI,2,Present,"Rep. Tammy Baldwin [D, 1999-2012]",Democrat
400016,SC,3,Present,"Rep. James “J. Gresham” Barrett [R, 2003-2010]",Republican
400017,MD,6,Present,"Rep. Roscoe Bartlett [R, 1993-2012]",Republican
400018,TX,6,Present,"Rep. Joe Barton [R, 1985-2018]",Republican
400021,CA,31,Present,"Rep. Xavier Becerra [D, 2003-2012]",Democrat
400024,NV,1,Present,"Rep. Shelley Berkley [D, 1999-2012]",Democrat
400025,CA,28,Present,"Rep. Howard Berman [D, 2003-2012]",Democrat
400026,AR,1,Present,"Rep. Robert “Marion” Berry [D, 1997-2010]",Democrat
400027,IL,13,Present,"Rep. Judy Biggert [R, 1999-2012]",Republican
400029,UT,1,Present,"Rep. Rob Bishop [R, 2003-2018]",Republican
400030,GA,2,Present,"Rep. Sanford Bishop Jr. [D, 1993-2018]",Democrat
400031,NY,1,Present,"Rep. Timothy Bishop [D, 2003-2014]",Democrat
400032,TN,7,Present,"Rep. Marsha Blackburn [R, 2003-2018]",Republican
400033,OR,3,Not Voting,"Rep. Earl Blumenauer [D, 1996-2018]",Democrat
400034,MO,7,Present,"Rep. Roy Blunt [R, 1997-2010]",Republican
400036,OH,8,Present,"Rep. John Boehner [R, 1991-2015]",Republican
400038,AL,1,Present,"Rep. Jo Bonner [R, 2003-2013]",Republican
400039,CA,45,Not Voting,"Rep. Mary Bono Mack [R, 2003-2012]",Republican
400040,AR,3,Present,"Rep. John Boozman [R, 2001-2010]",Republican
400042,IA,3,Present,"Rep. Leonard Boswell [D, 1997-2012]",Democrat
400043,VA,9,Present,"Rep. Frederick “Rick” Boucher [D, 1983-2010]",Democrat
400044,FL,2,Present,"Rep. Allen Boyd Jr. [D, 1997-2010]",Democrat
400046,TX,8,Present,"Rep. Kevin Brady [R, 1997-2018]",Republican
400047,PA,1,Present,"Rep. Robert Brady [D, 1998-2018]",Democrat
400048,FL,3,Present,"Rep. Corrine Brown [D, 1993-2012]",Democrat
400049,SC,1,Present,"Rep. Henry Brown Jr. [R, 2001-2010]",Republican
400051,FL,5,Present,"Rep. Virginia “Ginny” Brown-Waite [R, 2003-2010]",Republican
400052,TX,26,Present,"Rep. Michael Burgess [R, 2003-2018]",Republican
400055,IN,5,Present,"Rep. Dan Burton [R, 2003-2012]",Republican
400056,IN,4,Present,"Rep. Stephen “Steve” Buyer [R, 2003-2010]",Republican
400057,CA,44,Present,"Rep. Ken Calvert [R, 2003-2012]",Republican
400058,MI,4,Present,"Rep. Dave Camp [R, 1993-2014]",Republican
400059,UT,3,Present,"Rep. Christopher “Chris” Cannon [R, 1997-2008]",Republican
400060,VA,7,Present,"Rep. Eric Cantor [R, 2001-2014]",Republican
400061,WV,2,Present,"Rep. Shelley Capito [R, 2001-2014]",Republican
400062,CA,23,Present,"Rep. Lois Capps [D, 2003-2012]",Democrat
400063,MA,8,Present,"Rep. Michael Capuano [D, 1999-2012]",Democrat
400065,CA,18,Present,"Rep. Dennis Cardoza [D, 2003-2012]",Democrat
400068,TX,31,Not Voting,"Rep. John Carter [R, 2003-2018]",Republican
400070,DE,0,Present,"Rep. Michael Castle [R, 1993-2010]",Republican
400071,OH,1,Present,"Rep. Steve Chabot [R, 1995-2008]",Republican
400074,MO,1,Present,"Rep. Lacy Clay Jr. [D, 2001-2018]",Democrat
400075,SC,6,Present,"Rep. James “Jim” Clyburn [D, 1993-2018]",Democrat
400076,NC,6,Present,"Rep. Howard Coble [R, 1985-2014]",Republican
400077,OK,4,Not Voting,"Rep. Tom Cole [R, 2003-2018]",Republican
400080,MI,14,Present,"Rep. John Conyers Jr. [D, 1993-2012]",Democrat
400081,TN,5,Present,"Rep. Jim Cooper [D, 2003-2018]",Democrat
400082,IL,12,Present,"Rep. Jerry Costello [D, 1993-2012]",Democrat
400084,AL,5,Not Voting,"Rep. Robert “Bud” Cramer Jr. [D, 1991-2008]",Democrat
400086,FL,4,Present,"Rep. Ander Crenshaw [R, 2001-2016]",Republican
400087,NY,7,Present,"Rep. Joseph “Joe” Crowley [D, 1999-2012]",Democrat
400088,WY,0,Present,"Rep. Barbara Cubin [R, 1995-2008]",Republican
400089,TX,7,Present,"Rep. John Culberson [R, 2001-2018]",Republican
400090,MD,7,Present,"Rep. Elijah Cummings [D, 1996-2018]",Democrat
400092,AL,7,Present,"Rep. Artur Davis [D, 2003-2010]",Democrat
400093,IL,7,Present,"Rep. Danny Davis [D, 1997-2018]",Democrat
400096,TN,4,Present,"Rep. Lincoln Davis [D, 2003-2010]",Democrat
400097,CA,53,Present,"Rep. Susan Davis [D, 2003-2018]",Democrat
400098,VA,11,Not Voting,"Rep. Thomas “Tom” Davis III [R, 1995-2008]",Republican
400099,GA,9,Present,"Rep. Nathan Deal [R, 2007-2010]",Republican
400100,OR,4,Not Voting,"Rep. Peter DeFazio [D, 1987-2018]",Democrat
400101,CO,1,Present,"Rep. Diana DeGette [D, 1997-2018]",Democrat
400102,MA,10,Present,"Rep. William “Bill” Delahunt [D, 1997-2010]",Democrat
400103,CT,3,Present,"Rep. Rosa DeLauro [D, 1991-2018]",Democrat
400107,FL,21,Present,"Rep. Lincoln Diaz-Balart [R, 1993-2010]",Republican
400108,FL,25,Present,"Rep. Mario Diaz-Balart [R, 2003-2010]",Republican
400109,WA,6,Present,"Rep. Norman “Norm” Dicks [D, 1977-2012]",Democrat
400110,MI,15,Present,"Rep. John Dingell [D, 2003-2012]",Democrat
400111,TX,25,Present,"Rep. Lloyd Doggett [D, 2005-2012]",Democrat
400113,CA,4,Not Voting,"Rep. John Doolittle [R, 1993-2008]",Republican
400114,PA,14,Not Voting,"Rep. Michael “Mike” Doyle Jr. [D, 2003-2018]",Democrat
400115,CA,26,Present,"Rep. David Dreier [R, 2003-2012]",Republican
400116,TN,2,Present,"Rep. John “Jimmy” Duncan Jr. [R, 1988-2018]",Republican
400118,TX,17,Present,"Rep. Thomas “Chet” Edwards [D, 2005-2010]",Democrat
400119,MI,3,Present,"Rep. Vernon Ehlers [R, 1993-2010]",Republican
400120,IL,5,Present,"Rep. Rahm Emanuel [D, 2003-2008]",Democrat
400121,MO,8,Not Voting,"Rep. Jo Ann Emerson [R, 1997-2013]",Republican
400122,NY,17,Present,"Rep. Eliot Engel [D, 1993-2012]",Democrat
400123,PA,3,Present,"Rep. Philip “Phil” English [R, 2003-2008]",Republican
400124,CA,14,Present,"Rep. Anna Eshoo [D, 1993-2012]",Democrat
400125,NC,2,Present,"Rep. Bob Etheridge [D, 1997-2010]",Democrat
400127,AL,2,Present,"Rep. Terry Everett [R, 1993-2008]",Republican
400129,CA,17,Present,"Rep. Sam Farr [D, 1993-2012]",Democrat
400130,PA,2,Present,"Rep. Chaka Fattah [D, 1995-2016]",Democrat
400131,FL,24,Not Voting,"Rep. Tom Feeney [R, 2003-2008]",Republican
