person,state,district,vote,name,party
400162,AZ,7,Present,"Rep. Raúl Grijalva [D, 2003-2012]",Democrat
400163,IL,4,Present,"Rep. Luis Gutiérrez [D, 1993-2018]",Democrat
400165,TX,4,Present,"Rep. Ralph Hall [R, 1981-2014]",Republican
400166,CA,36,Present,"Rep. Jane Harman [D, 2001-2011]",Democrat
400170,FL,23,Present,"Rep. Alcee Hastings [D, 1993-2012]",Democrat
400171,WA,4,Present,"Rep. Doc Hastings [R, 1995-2014]",Republican
400175,TX,5,Present,"Rep. Jeb Hensarling [R, 2003-2018]",Republican
400176,CA,2,Present,"Rep. Walter “Wally” Herger [R, 1987-2012]",Republican
400178,NY,22,Present,"Rep. Maurice Hinchey [D, 2003-2012]",Democrat
400179,TX,15,Present,"Rep. Rubén Hinojosa [D, 1997-2016]",Democrat
400183,PA,17,Present,"Rep. Tim Holden [D, 2003-2012]",Democrat
400184,NJ,12,Present,"Rep. Rush Holt [D, 1999-2014]",Democrat
400185,CA,15,Present,"Rep. Michael “Mike” Honda [D, 2001-2012]",Democrat
400189,MD,5,Present,"Rep. Steny Hoyer [D, 1981-2018]",Democrat
400193,WA,1,Present,"Rep. Jay Inslee [D, 1999-2012]",Democrat
400195,NY,2,Present,"Rep. Steve Israel [D, 2001-2012]",Democrat
400196,CA,49,Present,"Rep. Darrell Issa [R, 2003-2018]",Republican
400198,IL,2,Present,"Rep. Jesse Jackson Jr. [D, 1995-2012]",Democrat
400199,TX,18,Present,"Rep. Sheila Jackson Lee [D, 1995-2018]",Democrat
400204,TX,30,Present,"Rep. Eddie Johnson [D, 1993-2018]",Democrat
400206,TX,3,Present,"Rep. Sam Johnson [R, 1991-2018]",Republican
400207,IL,15,Present,"Rep. Timothy Johnson [R, 2001-2012]",Republican
400209,NC,3,Present,"Rep. Walter Jones Jr. [R, 1995-2018]",Republican
400211,OH,9,Present,"Rep. Marcy Kaptur [D, 1983-2018]",Democrat
400216,MI,5,Present,"Rep. Dale Kildee [D, 2003-2012]",Democrat
400218,WI,3,Present,"Rep. Ron Kind [D, 1997-2018]",Democrat
400219,NY,3,Present,"Rep. Peter “Pete” King [R, 1993-2012]",Republican
400220,IA,5,Present,"Rep. Steve King [R, 2003-2012]",Republican
400221,GA,1,Present,"Rep. Jack Kingston [R, 1993-2014]",Republican
400224,MN,2,Present,"Rep. John Kline [R, 2003-2016]",Republican
400227,OH,10,Present,"Rep. Dennis Kucinich [D, 1997-2012]",Democrat
400230,RI,2,Present,"Rep. James “Jim” Langevin [D, 2001-2018]",Democrat
400232,WA,2,Present,"Rep. Rick Larsen [D, 2001-2018]",Democrat
400233,CT,1,Present,"Rep. John Larson [D, 1999-2018]",Democrat
400234,IA,4,Present,"Rep. Tom Latham [R, 2003-2012]",Republican
400235,OH,14,Present,"Rep. Steven LaTourette [R, 2003-2012]",Republican
400237,CA,9,Present,"Rep. Barbara Lee [D, 1998-2012]",Democrat
400238,MI,12,Present,"Rep. Sander Levin [D, 1993-2012]",Democrat
400239,CA,41,Present,"Rep. Jerry Lewis [R, 2003-2012]",Republican
400240,GA,5,Present,"Rep. John Lewis [D, 1987-2018]",Democrat
400244,NJ,2,Present,"Rep. Frank LoBiondo [R, 1995-2018]",Republican
400245,CA,16,Present,"Rep. Zoe Lofgren [D, 1995-2012]",Democrat
400246,NY,18,Present,"Rep. Nita Lowey [D, 1993-2012]",Democrat
400247,OK,3,Present,"Rep. Frank Lucas [R, 2003-2018]",Republican
400249,MA,9,Present,"Rep. Stephen Lynch [D, 2001-2012]",Democrat
400251,NY,14,Present,"Rep. Carolyn Maloney [D, 1993-2012]",Democrat
400252,IL,16,Present,"Rep. Donald Manzullo [R, 1993-2012]",Republican
400253,MA,7,Present,"Rep. Edward “Ed” Markey [D, 1975-2012]",Democrat
400255,UT,2,Present,"Rep. Jim Matheson [D, 2001-2012]",Democrat
400257,NY,4,Present,"Rep. Carolyn McCarthy [D, 1997-2014]",Democrat
400259,MN,4,Present,"Rep. Betty McCollum [D, 2001-2018]",Democrat
400260,MI,11,Present,"Rep. Thaddeus “Thad” McCotter [R, 2003-2012]",Republican
400262,WA,7,Present,"Rep. Jim McDermott [D, 1989-2016]",Democrat
400263,MA,3,Present,"Rep. James “Jim” McGovern [D, 1997-2012]",Democrat
400266,NC,7,Present,"Rep. Mike McIntyre [D, 1997-2014]",Democrat
400267,CA,25,Present,"Rep. Howard “Buck” McKeon [R, 1993-2014]",Republican
400271,NY,6,Present,"Rep. Gregory Meeks [D, 1997-2012]",Democrat
400273,FL,7,Present,"Rep. John Mica [R, 1993-2016]",Republican
400274,ME,2,Present,"Rep. Michael Michaud [D, 2003-2014]",Democrat
400276,MI,10,Present,"Rep. Candice Miller [R, 2003-2016]",Republican
400277,CA,42,Present,"Rep. Gary Miller [R, 2003-2012]",Republican
400278,CA,7,Present,"Rep. George Miller [D, 1975-2012]",Democrat
400279,FL,1,Present,"Rep. Jeff Miller [R, 2001-2016]",Republican
400280,NC,13,Present,"Rep. Bradley “Brad” Miller [D, 2003-2012]",Democrat
400283,VA,8,Present,"Rep. James “Jim” Moran Jr. [D, 1991-2014]",Democrat
400285,PA,18,Present,"Rep. Tim Murphy [R, 2003-2017]",Republican
400288,NC,9,Present,"Rep. Sue Myrick [R, 1995-2012]",Republican
400289,NY,8,Present,"Rep. Jerrold Nadler [D, 1993-2012]",Democrat
400290,CA,38,Present,"Rep. Grace Napolitano [D, 2003-2012]",Democrat
400291,MA,2,Present,"Rep. Richard Neal [D, 1989-2012]",Democrat
400297,CA,21,Present,"Rep. Devin Nunes [R, 2003-2012]",Republican
400301,MA,1,Present,"Rep. John Olver [D, 1991-2012]",Democrat
400308,NJ,6,Present,"Rep. Frank Pallone Jr. [D, 1993-2018]",Democrat
400309,NJ,8,Present,"Rep. Bill Pascrell Jr. [D, 1997-2012]",Democrat
400310,AZ,4,Present,"Rep. Ed Pastor [D, 2003-2012]",Democrat
400311,TX,14,Present,"Rep. Ronald “Ron” Paul [R, 1997-2012]",Republican
400312,NJ,10,Present,"Rep. Donald Payne [D, 1989-2012]",Democrat
400313,NM,2,Present,"Rep. Stevan “Steve” Pearce [R, 2011-2018]",Republican
400314,CA,8,Present,"Rep. Nancy Pelosi [D, 1993-2012]",Democrat
400315,IN,6,Present,"Rep. Mike Pence [R, 2003-2012]",Republican
400316,MN,7,Present,"Rep. Collin Peterson [D, 1991-2018]",Democrat
400318,WI,6,Present,"Rep. Thomas “Tom” Petri [R, 1979-2014]",Republican
400320,PA,16,Present,"Rep. Joseph Pitts [R, 1997-2016]",Republican
400321,PA,19,Present,"Rep. Todd Platts [R, 2001-2012]",Republican
400326,NC,4,Present,"Rep. David Price [D, 1997-2018]",Democrat
400331,WV,3,Present,"Rep. Nick Rahall II [D, 1993-2014]",Democrat
400333,NY,15,Present,"Rep. Charles “Charlie” Rangel [D, 1993-2012]",Democrat
400335,MT,0,Present,"Rep. Dennis “Denny” Rehberg [R, 2001-2012]",Republican
400337,TX,16,Present,"Rep. Silvestre Reyes [D, 1997-2012]",Democrat
400340,KY,5,Present,"Rep. Harold “Hal” Rogers [R, 1981-2018]",Republican
400341,AL,3,Present,"Rep. Mike Rogers [R, 2003-2018]",Republican
400342,MI,8,Present,"Rep. Mike Rogers [R, 2001-2014]",Republican
400343,CA,46,Present,"Rep. Dana Rohrabacher [R, 2003-2012]",Republican
400344,FL,18,Present,"Rep. Ileana Ros-Lehtinen [R, 1989-2012]",Republican
400345,AR,4,Present,"Rep. Mike Ross [D, 2001-2012]",Democrat
400346,NJ,9,Present,"Rep. Steven Rothman [D, 1997-2012]",Democrat
400347,CA,34,Present,"Rep. Lucille Roybal-Allard [D, 2003-2012]",Democrat
400348,CA,40,Present,"Rep. Edward “Ed” Royce [R, 2003-2012]",Republican
400349,MD,2,Present,"Rep. A. Dutch Ruppersberger [D, 2003-2018]",Democrat
400350,IL,1,Present,"Rep. Bobby Rush [D, 1993-2018]",Democrat
400351,WI,1,Present,"Rep. Paul Ryan [R, 1999-2018]",Republican
400352,OH,17,Present,"Rep. Tim Ryan [D, 2003-2012]",Democrat
400355,CA,39,Present,"Rep. Linda Sánchez [D, 2003-2012]",Democrat
400356,CA,47,Present,"Rep. Loretta Sanchez [D, 2003-2012]",Democrat
400360,IL,9,Present,"Rep. Janice “Jan” Schakowsky [D, 1999-2018]",Democrat
400361,CA,29,Present,"Rep. Adam Schiff [D, 2003-2012]",Democrat
400363,GA,13,Present,"Rep. David Scott [D, 2003-2018]",Democrat
400364,VA,3,Present,"Rep. Robert “Bobby” Scott [D, 1993-2018]",Democrat
400365,WI,5,Present,"Rep. James Sensenbrenner Jr. [R, 2003-2018]",Republican
400366,NY,16,Present,"Rep. José Serrano [D, 1993-2012]",Democrat
400367,TX,32,Present,"Rep. Pete Sessions [R, 2003-2018]",Republican
400371,CA,27,Present,"Rep. Brad Sherman [D, 2003-2012]",Democrat
400373,IL,19,Present,"Rep. John Shimkus [R, 2003-2012]",Republican
400376,ID,2,Present,"Rep. Michael “Mike” Simpson [R, 1999-2018]",Republican
400378,NY,28,Present,"Rep. Louise Slaughter [D, 1993-2012]",Democrat
400379,WA,9,Present,"Rep. Adam Smith [D, 1997-2018]",Democrat
400380,NJ,4,Present,"Rep. Christopher “Chris” Smith [R, 1981-2018]",Republican
400381,TX,21,Present,"Rep. Lamar Smith [R, 1987-2018]",Republican
400387,CA,13,Present,"Rep. Fortney “Pete” Stark [D, 1993-2012]",Democrat
400388,FL,6,Present,"Rep. Clifford “Cliff” Stearns [R, 1989-2012]",Republican
400392,OK,1,Present,"Rep. John Sullivan [R, 2002-2012]",Republican
400400,NE,2,Present,"Rep. Lee Terry [R, 1999-2014]",Republican
400402,MS,2,Present,"Rep. Bennie Thompson [D, 1993-2018]",Democrat
400403,CA,1,Present,"Rep. Mike Thompson [D, 1999-2012]",Democrat
400404,TX,13,Present,"Rep. Mac Thornberry [R, 1995-2018]",Republican
400406,OH,12,Present,"Rep. Patrick “Pat” Tiberi [R, 2001-2018]",Republican
400407,MA,6,Present,"Rep. John Tierney [D, 1997-2014]",Democrat
400409,NY,10,Present,"Rep. Edolphus “Ed” Towns [D, 1993-2012]",Democrat
400411,OH,3,Present,"Rep. Michael Turner [R, 2003-2012]",Republican
400414,MI,6,Present,"Rep. Fred Upton [R, 1993-2018]",Republican
400415,MD,8,Present,"Rep. Chris Van Hollen Jr. [D, 2003-2016]",Democrat
400416,NY,12,Present,"Rep. Nydia Velázquez [D, 1993-2012]",Democrat
400417,IN,1,Present,"Rep. Peter Visclosky [D, 1985-2018]",Democrat
400419,OR,2,Present,"Rep. Greg Walden [R, 1999-2018]",Republican
400422,CA,35,Present,"Rep. Maxine Waters [D, 1993-2012]",Democrat
400424,NC,12,Present,"Rep. Melvin “Mel” Watt [D, 1993-2014]",Democrat
400425,CA,30,Present,"Rep. Henry Waxman [D, 2003-2012]",Democrat
400426,NY,9,Present,"Rep. Anthony Weiner [D, 1999-2011]",Democrat
400431,KY,1,Present,"Rep. Ed Whitfield [R, 1995-2016]",Republican
400433,SC,2,Present,"Rep. Joe Wilson [R, 2001-2018]",Republican
400435,VA,10,Present,"Rep. Frank Wolf [R, 1981-2014]",Republican
400436,CA,6,Present,"Rep. Lynn Woolsey [D, 1993-2012]",Democrat
400437,OR,1,Present,"Rep. David Wu [D, 1999-2011]",Democrat
400439,FL,10,Present,"Rep. W. Bill Young [R, 1993-2012]",Republican
400440,AK,0,Present,"Rep. Don Young [R, 1973-2018]",Republican
400441,TX,19,Present,"Rep. Randy Neugebauer [R, 2003-2016]",Republican
400442,KY,6,Present,"Rep. Ben Chandler [D, 2004-2012]",Democrat
400570,CA,50,Present,"Rep. Brian Bilbray [R, 2006-2012]",Republican
400616,NC,1,Present,"Rep. George “G.K.” Butterfield Jr. [D, 2004-2018]",Democrat
400617,CA,3,Present,"Rep. Daniel Lungren [R, 2005-2012]",Republican
400618,CA,20,Present,"Rep. Jim Costa [D, 2005-2012]",Democrat
400622,FL,14,Present,"Rep. Connie Mack IV [R, 2005-2012]",Republican
400623,FL,20,Present,"Rep. Debbie Wasserman Schultz [D, 2005-2012]",Democrat
400626,GA,6,Present,"Rep. Tom Price [R, 2005-2017]",Republican
400627,GA,3,Present,"Rep. Lynn Westmoreland [R, 2007-2016]",Republican
400628,GA,12,Present,"Rep. John Barrow [D, 2005-2014]",Democrat
400630,IL,3,Present,"Rep. Daniel Lipinski [D, 2005-2018]",Democrat
400633,KY,4,Present,"Rep. Geoff Davis [R, 2005-2012]",Republican
400636,LA,7,Present,"Rep. Charles Boustany Jr. [R, 2005-2012]",Republican
400638,MO,3,Present,"Rep. Russ Carnahan [D, 2005-2012]",Democrat
400639,MO,5,Present,"Rep. Emanuel Cleaver II [D, 2005-2018]",Democrat
400640,NE,1,Present,"Rep. Jeff Fortenberry [R, 2005-2018]",Republican
400641,NY,27,Present,"Rep. Brian Higgins [D, 2005-2012]",Democrat
400643,NC,5,Present,"Rep. Virginia Foxx [R, 2005-2018]",Republican
400644,NC,10,Present,"Rep. Patrick McHenry [R, 2005-2018]",Republican
400645,OK,2,Present,"Rep. Dan Boren [D, 2005-2012]",Democrat
400646,PA,8,Present,"Rep. Michael Fitzpatrick [R, 2011-2016]",Republican
400647,PA,13,Present,"Rep. Allyson Schwartz [D, 2005-2014]",Democrat
400648,PA,15,Present,"Rep. Charles Dent [R, 2005-2018]",Republican
400651,TX,1,Present,"Rep. Louie Gohmert Jr. [R, 2005-2018]",Republican
400652,TX,2,Present,"Rep. Ted Poe [R, 2005-2018]",Republican
400653,TX,9,Present,"Rep. Al Green [D, 2005-2018]",Democrat
400654,TX,10,Present,"Rep. Michael McCaul [R, 2005-2018]",Republican
400655,TX,11,Present,"Rep. Michael Conaway [R, 2005-2018]",Republican
400656,TX,24,Present,"Rep. Kenny Marchant [R, 2005-2018]",Republican
400657,TX,28,Present,"Rep. Henry Cuellar [D, 2005-2018]",Democrat
400659,WA,5,Present,"Rep. Cathy McMorris Rodgers [R, 2005-2018]",Republican
400660,WA,8,Present,"Rep. David Reichert [R, 2005-2018]",Republican
400661,WI,4,Present,"Rep. Gwen Moore [D, 2005-2018]",Democrat
400663,CA,5,Present,"Rep. Doris Matsui [D, 2005-2012]",Democrat
409888,PA,9,Present,"Rep. Bill Shuster [R, 2001-2018]",Republican
412010,OH,2,Present,"Rep. Jean Schmidt [R, 2005-2012]",Republican
412011,CA,48,Present,"Rep. John Campbell III [R, 2005-2012]",Republican
412186,NJ,13,Present,"Rep. Albio Sires [D, 2006-2012]",Democrat
412188,AZ,8,Present,"Rep. Gabrielle Giffords [D, 2007-2012]",Democrat
412189,CA,11,Present,"Rep. Jerry McNerney [D, 2007-2012]",Democrat
412190,CA,22,Present,"Rep. Kevin McCarthy [R, 2007-2012]",Republican
412191,CO,5,Present,"Rep. Doug Lamborn [R, 2007-2018]",Republican
412192,CO,7,Present,"Rep. Ed Perlmutter [D, 2007-2018]",Democrat
412193,CT,2,Present,"Rep. Joe Courtney [D, 2007-2018]",Democrat
412194,CT,5,Present,"Rep. Christopher Murphy [D, 2007-2012]",Democrat
412195,FL,11,Present,"Rep. Kathy Castor [D, 2007-2012]",Democrat
412196,FL,13,Present,"Rep. Vern Buchanan [R, 2007-2012]",Republican
412199,GA,4,Present,"Rep. Henry “Hank” Johnson Jr. [D, 2007-2018]",Democrat
412200,HI,2,Present,"Rep. Mazie Hirono [D, 2007-2012]",Democrat
412202,IL,6,Present,"Rep. Peter Roskam [R, 2007-2018]",Republican
412205,IN,2,Present,"Rep. Joe Donnelly [D, 2007-2012]",Democrat
412208,IA,1,Present,"Rep. Bruce Braley [D, 2007-2014]",Democrat
412209,IA,2,Present,"Rep. David Loebsack [D, 2007-2018]",Democrat
412211,KY,3,Present,"Rep. John Yarmuth [D, 2007-2018]",Democrat
412212,MD,3,Present,"Rep. John Sarbanes [D, 2007-2018]",Democrat
412213,MI,7,Present,"Rep. Tim Walberg [R, 2011-2018]",Republican
412214,MN,1,Present,"Rep. Timothy Walz [D, 2007-2018]",Democrat
412215,MN,5,Present,"Rep. Keith Ellison [D, 2007-2018]",Democrat
412216,MN,6,Present,"Rep. Michele Bachmann [R, 2007-2014]",Republican
412217,NE,3,Present,"Rep. Adrian Smith [R, 2007-2018]",Republican
412218,NV,2,Present,"Rep. Dean Heller [R, 2007-2011]",Republican
412221,NY,11,Present,"Rep. Yvette Clarke [D, 2007-2012]",Democrat
412225,NC,11,Present,"Rep. Heath Shuler [D, 2007-2012]",Democrat
412226,OH,4,Present,"Rep. Jim Jordan [R, 2007-2018]",Republican
412228,OH,13,Present,"Rep. Betty Sutton [D, 2007-2012]",Democrat
412231,PA,4,Present,"Rep. Jason Altmire [D, 2007-2012]",Democrat
412236,TN,9,Present,"Rep. Steve Cohen [D, 2007-2018]",Democrat
412239,VT,0,Present,"Rep. Peter Welch [D, 2007-2018]",Democrat
412250,FL,9,Present,"Rep. Gus Bilirakis [R, 2007-2012]",Republican
412252,GA,10,Present,"Rep. Paul Broun Jr. [R, 2007-2014]",Republican
412253,CA,37,Present,"Rep. Laura Richardson [D, 2007-2012]",Democrat
412254,MA,5,Present,"Rep. Niki Tsongas [D, 2007-2012]",Democrat
412255,VA,1,Present,"Rep. Robert Wittman [R, 2007-2018]",Republican
412256,OH,5,Present,"Rep. Robert Latta [R, 2007-2018]",Republican
412258,IN,7,Present,"Rep. André Carson [D, 2008-2018]",Democrat
412259,CA,12,Present,"Rep. Jackie Speier [D, 2008-2012]",Democrat
412261,LA,1,Present,"Rep. Steve Scalise [R, 2008-2018]",Republican
412263,MD,4,Present,"Rep. Donna Edwards [D, 2008-2016]",Democrat
412265,OH,7,Present,"Rep. Steve Austria [R, 2009-2012]",Republican
412269,LA,6,Present,"Rep. Bill Cassidy [R, 2009-2014]",Republican
412270,UT,3,Present,"Rep. Jason Chaffetz [R, 2009-2017]",Republican
412271,CO,6,Present,"Rep. Mike Coffman [R, 2009-2018]",Republican
412272,VA,11,Present,"Rep. Gerald Connolly [D, 2009-2018]",Democrat
412275,LA,4,Present,"Rep. John Fleming [R, 2009-2016]",Republican
412278,KY,2,Present,"Rep. Brett Guthrie [R, 2009-2018]",Republican
412280,MS,3,Present,"Rep. Gregg Harper [R, 2009-2018]",Republican
412281,NM,1,Present,"Rep. Martin Heinrich [D, 2009-2012]",Democrat
412282,CT,4,Present,"Rep. James Himes [D, 2009-2018]",Democrat
412283,CA,52,Present,"Rep. Duncan Hunter [R, 2009-2012]",Republican
412284,KS,2,Present,"Rep. Lynn Jenkins [R, 2009-2018]",Republican
412287,NC,8,Present,"Rep. Larry Kissell [D, 2009-2012]",Democrat
412290,NJ,7,Present,"Rep. Leonard Lance [R, 2009-2018]",Republican
412291,NY,26,Present,"Rep. Christopher Lee [R, 2009-2011]",Republican
412292,MO,9,Present,"Rep. Blaine Luetkemeyer [R, 2009-2012]",Republican
412293,NM,3,Present,"Rep. Ben Luján [D, 2009-2018]",Democrat
412294,WY,0,Present,"Rep. Cynthia Lummis [R, 2009-2016]",Republican
412295,CA,4,Present,"Rep. Tom McClintock [R, 2009-2018]",Republican
412302,TX,22,Present,"Rep. Pete Olson [R, 2009-2018]",Republican
412303,MN,3,Present,"Rep. Erik Paulsen [R, 2009-2018]",Republican
412305,MI,9,Present,"Rep. Gary Peters [D, 2009-2012]",Democrat
412307,ME,1,Present,"Rep. Chellie Pingree [D, 2009-2018]",Democrat
412308,CO,2,Present,"Rep. Jared Polis [D, 2009-2018]",Democrat
412309,FL,15,Present,"Rep. Bill Posey [R, 2009-2012]",Republican
412310,TN,1,Present,"Rep. David “Phil” Roe [R, 2009-2018]",Republican
412311,FL,16,Present,"Rep. Thomas Rooney [R, 2009-2012]",Republican
412314,IL,18,Present,"Rep. Aaron Schock [R, 2009-2015]",Republican
412315,OR,5,Present,"Rep. Kurt Schrader [D, 2009-2018]",Democrat
412317,PA,5,Present,"Rep. Glenn Thompson [R, 2009-2018]",Republican
412319,NY,21,Present,"Rep. Paul Tonko [D, 2009-2012]",Democrat
412327,OH,11,Present,"Rep. Marcia Fudge [D, 2008-2018]",Democrat
412331,IL,5,Present,"Rep. Mike Quigley [D, 2009-2018]",Democrat
412379,CA,32,Present,"Rep. Judy Chu [D, 2009-2012]",Democrat
412382,CA,10,Present,"Rep. John Garamendi [D, 2009-2012]",Democrat
412383,NY,23,Present,"Rep. William Owens [D, 2009-2012]",Democrat
412385,FL,19,Present,"Rep. Theodore Deutch [D, 2010-2012]",Democrat
412386,PA,12,Present,"Rep. Mark Critz [D, 2010-2012]",Democrat
412388,GA,9,Present,"Rep. Tom Graves [R, 2010-2012]",Republican
412392,IN,3,Present,"Rep. Marlin Stutzman [R, 2010-2016]",Republican
412393,NY,29,Present,"Rep. Tom Reed II [R, 2010-2012]",Republican
412394,AL,2,Present,"Rep. Martha Roby [R, 2011-2018]",Republican
412395,AL,5,Present,"Rep. Mo Brooks [R, 2011-2018]",Republican
412396,AL,7,Present,"Rep. Terri Sewell [D, 2011-2018]",Democrat
412397,AZ,1,Present,"Rep. Paul Gosar [R, 2011-2012]",Republican
412398,AZ,3,Present,"Rep. Ben Quayle [R, 2011-2012]",Republican
412399,AZ,5,Present,"Rep. David Schweikert [R, 2011-2012]",Republican
412400,AR,1,Present,"Rep. Eric “Rick” Crawford [R, 2011-2018]",Republican
412401,AR,2,Present,"Rep. Tim Griffin [R, 2011-2014]",Republican
