House Vote #1 2016-01-05T18:57:00 - Call of the House
person,state,district,vote,name,party
400004,AL,4,Present,"Rep. Robert Aderholt [R, 1997-2018]",Republican
400018,TX,6,Present,"Rep. Joe Barton [R, 1985-2018]",Republican
400021,CA,34,Not Voting,"Rep. Xavier Becerra [D, 2013-2017]",Democrat
400029,UT,1,Present,"Rep. Rob Bishop [R, 2003-2018]",Republican
400030,GA,2,Present,"Rep. Sanford Bishop Jr. [D, 1993-2018]",Democrat
400032,TN,7,Present,"Rep. Marsha Blackburn [R, 2003-2018]",Republican
400033,OR,3,Present,"Rep. Earl Blumenauer [D, 1996-2018]",Democrat
400046,TX,8,Present,"Rep. Kevin Brady [R, 1997-2018]",Republican
400047,PA,1,Not Voting,"Rep. Robert Brady [D, 1998-2018]",Democrat
400048,FL,5,Present,"Rep. Corrine Brown [D, 2013-2016]",Democrat
400052,TX,26,Present,"Rep. Michael Burgess [R, 2003-2018]",Republican
400057,CA,42,Present,"Rep. Ken Calvert [R, 2013-2018]",Republican
400062,CA,24,Present,"Rep. Lois Capps [D, 2013-2016]",Democrat
400063,MA,7,Present,"Rep. Michael Capuano [D, 2013-2018]",Democrat
400068,TX,31,Present,"Rep. John Carter [R, 2003-2018]",Republican
400071,OH,1,Present,"Rep. Steve Chabot [R, 2011-2018]",Republican
400074,MO,1,Present,"Rep. Lacy Clay Jr. [D, 2001-2018]",Democrat
400075,SC,6,Present,"Rep. James “Jim” Clyburn [D, 1993-2018]",Democrat
400077,OK,4,Not Voting,"Rep. Tom Cole [R, 2003-2018]",Republican
400080,MI,13,Present,"Rep. John Conyers Jr. [D, 2013-2017]",Democrat
400081,TN,5,Present,"Rep. Jim Cooper [D, 2003-2018]",Democrat
400086,FL,4,Present,"Rep. Ander Crenshaw [R, 2001-2016]",Republican
400087,NY,14,Present,"Rep. Joseph “Joe” Crowley [D, 2013-2018]",Democrat
400089,TX,7,Present,"Rep. John Culberson [R, 2001-2018]",Republican
400090,MD,7,Present,"Rep. Elijah Cummings [D, 1996-2018]",Democrat
400093,IL,7,Present,"Rep. Danny Davis [D, 1997-2018]",Democrat
400097,CA,53,Present,"Rep. Susan Davis [D, 2003-2018]",Democrat
400100,OR,4,Present,"Rep. Peter DeFazio [D, 1987-2018]",Democrat
400101,CO,1,Present,"Rep. Diana DeGette [D, 1997-2018]",Democrat
400103,CT,3,Not Voting,"Rep. Rosa DeLauro [D, 1991-2018]",Democrat
400108,FL,25,Present,"Rep. Mario Diaz-Balart [R, 2013-2018]",Republican
400111,TX,35,Present,"Rep. Lloyd Doggett [D, 2013-2018]",Democrat
400114,PA,14,Present,"Rep. Michael “Mike” Doyle Jr. [D, 2003-2018]",Democrat
400116,TN,2,Present,"Rep. John “Jimmy” Duncan Jr. [R, 1988-2018]",Republican
400122,NY,16,Present,"Rep. Eliot Engel [D, 2013-2018]",Democrat
400124,CA,18,Present,"Rep. Anna Eshoo [D, 2013-2018]",Democrat
400129,CA,20,Present,"Rep. Sam Farr [D, 2013-2016]",Democrat
400130,PA,2,Present,"Rep. Chaka Fattah [D, 1995-2016]",Democrat
400137,VA,4,Present,"Rep. Randy Forbes [R, 2001-2016]",Republican
