House Vote #1 2010-01-12T19:07:00 - Call of the House
person,state,district,vote,name,party
400154,VA,6,Present,"Rep. Bob Goodlatte [R, 1993-2018]",Republican
400155,TN,6,Present,"Rep. Barton “Bart” Gordon [D, 1985-2010]",Democrat
400157,TX,12,Present,"Rep. Kay Granger [R, 1997-2018]",Republican
400158,MO,6,Present,"Rep. Sam Graves [R, 2001-2018]",Republican
400160,TX,29,Present,"Rep. Gene Green [D, 1993-2018]",Democrat
400162,AZ,7,Not Voting,"Rep. Raúl Grijalva [D, 2003-2012]",Democrat
400163,IL,4,Not Voting,"Rep. Luis Gutiérrez [D, 1993-2018]",Democrat
400165,TX,4,Present,"Rep. Ralph Hall [R, 1981-2014]",Republican
400166,CA,36,Present,"Rep. Jane Harman [D, 2001-2011]",Democrat
400170,FL,23,Not Voting,"Rep. Alcee Hastings [D, 1993-2012]",Democrat
400171,WA,4,Present,"Rep. Doc Hastings [R, 1995-2014]",Republican
400175,TX,5,Present,"Rep. Jeb Hensarling [R, 2003-2018]",Republican
400176,CA,2,Present,"Rep. Walter “Wally” Herger [R, 1987-2012]",Republican
400177,IN,9,Present,"Rep. Baron Hill [D, 2007-2010]",Democrat
400178,NY,22,Present,"Rep. Maurice Hinchey [D, 2003-2012]",Democrat
400179,TX,15,Present,"Rep. Rubén Hinojosa [D, 1997-2016]",Democrat
400182,MI,2,Not Voting,"Rep. Peter “Pete” Hoekstra [R, 1993-2010]",Republican
400183,PA,17,Present,"Rep. Tim Holden [D, 2003-2012]",Democrat
400184,NJ,12,Present,"Rep. Rush Holt [D, 1999-2014]",Democrat
400185,CA,15,Present,"Rep. Michael “Mike” Honda [D, 2001-2012]",Democrat
400189,MD,5,Present,"Rep. Steny Hoyer [D, 1981-2018]",Democrat
400193,WA,1,Present,"Rep. Jay Inslee [D, 1999-2012]",Democrat
400195,NY,2,Present,"Rep. Steve Israel [D, 2001-2012]",Democrat
400196,CA,49,Present,"Rep. Darrell Issa [R, 2003-2018]",Republican
400198,IL,2,Present,"Rep. Jesse Jackson Jr. [D, 1995-2012]",Democrat
400199,TX,18,Present,"Rep. Sheila Jackson Lee [D, 1995-2018]",Democrat
400204,TX,30,Not Voting,"Rep. Eddie Johnson [D, 1993-2018]",Democrat
400206,TX,3,Present,"Rep. Sam Johnson [R, 1991-2018]",Republican
400207,IL,15,Present,"Rep. Timothy Johnson [R, 2001-2012]",Republican
400209,NC,3,Present,"Rep. Walter Jones Jr. [R, 1995-2018]",Republican
400210,PA,11,Present,"Rep. Paul Kanjorski [D, 1985-2010]",Democrat
400211,OH,9,Present,"Rep. Marcy Kaptur [D, 1983-2018]",Democrat
400215,RI,1,Present,"Rep. Patrick Kennedy [D, 1995-2010]",Democrat
400216,MI,5,Present,"Rep. Dale Kildee [D, 2003-2012]",Democrat
400217,MI,13,Present,"Rep. Carolyn Kilpatrick [D, 2003-2010]",Democrat
400218,WI,3,Not Voting,"Rep. Ron Kind [D, 1997-2018]",Democrat
400219,NY,3,Present,"Rep. Peter “Pete” King [R, 1993-2012]",Republican
400220,IA,5,Present,"Rep. Steve King [R, 2003-2012]",Republican
400221,GA,1,Not Voting,"Rep. Jack Kingston [R, 1993-2014]",Republican
400222,IL,10,Not Voting,"Rep. Mark Kirk [R, 2001-2010]",Republican
400224,MN,2,Present,"Rep. John Kline [R, 2003-2016]",Republican
400227,OH,10,Present,"Rep. Dennis Kucinich [D, 1997-2012]",Democrat
400230,RI,2,Not Voting,"Rep. James “Jim” Langevin [D, 2001-2018]",Democrat
400232,WA,2,Present,"Rep. Rick Larsen [D, 2001-2018]",Democrat
400233,CT,1,Present,"Rep. John Larson [D, 1999-2018]",Democrat
400234,IA,4,Present,"Rep. Tom Latham [R, 2003-2012]",Republican
400235,OH,14,Present,"Rep. Steven LaTourette [R, 2003-2012]",Republican
400237,CA,9,Not Voting,"Rep. Barbara Lee [D, 1998-2012]",Democrat
400238,MI,12,Present,"Rep. Sander Levin [D, 1993-2012]",Democrat
400239,CA,41,Not Voting,"Rep. Jerry Lewis [R, 2003-2012]",Republican
400240,GA,5,Present,"Rep. John Lewis [D, 1987-2018]",Democrat
400242,GA,7,Present,"Rep. John Linder [R, 2003-2010]",Republican
400244,NJ,2,Present,"Rep. Frank LoBiondo [R, 1995-2018]",Republican
400245,CA,16,Present,"Rep. Zoe Lofgren [D, 1995-2012]",Democrat
400246,NY,18,Present,"Rep. Nita Lowey [D, 1993-2012]",Democrat
400247,OK,3,Present,"Rep. Frank Lucas [R, 2003-2018]",Republican
400249,MA,9,Present,"Rep. Stephen Lynch [D, 2001-2012]",Democrat
400251,NY,14,Present,"Rep. Carolyn Maloney [D, 1993-2012]",Democrat
400252,IL,16,Present,"Rep. Donald Manzullo [R, 1993-2012]",Republican
400253,MA,7,Present,"Rep. Edward “Ed” Markey [D, 1975-2012]",Democrat
400254,GA,8,Present,"Rep. James “Jim” Marshall [D, 2007-2010]",Democrat
400255,UT,2,Present,"Rep. Jim Matheson [D, 2001-2012]",Democrat
400257,NY,4,Present,"Rep. Carolyn McCarthy [D, 1997-2014]",Democrat
400259,MN,4,Present,"Rep. Betty McCollum [D, 2001-2018]",Democrat
400260,MI,11,Present,"Rep. Thaddeus “Thad” McCotter [R, 2003-2012]",Republican
400262,WA,7,Present,"Rep. Jim McDermott [D, 1989-2016]",Democrat
400263,MA,3,Present,"Rep. James “Jim” McGovern [D, 1997-2012]",Democrat
400266,NC,7,Present,"Rep. Mike McIntyre [D, 1997-2014]",Democrat
400267,CA,25,Present,"Rep. Howard “Buck” McKeon [R, 1993-2014]",Republican
400270,FL,17,Present,"Rep. Kendrick Meek [D, 2003-2010]",Democrat
400271,NY,6,Not Voting,"Rep. Gregory Meeks [D, 1997-2012]",Democrat
400273,FL,7,Present,"Rep. John Mica [R, 1993-2016]",Republican
400274,ME,2,Present,"Rep. Michael Michaud [D, 2003-2014]",Democrat
400276,MI,10,Present,"Rep. Candice Miller [R, 2003-2016]",Republican
400277,CA,42,Present,"Rep. Gary Miller [R, 2003-2012]",Republican
400278,CA,7,Present,"Rep. George Miller [D, 1975-2012]",Democrat
400279,FL,1,Present,"Rep. Jeff Miller [R, 2001-2016]",Republican
400280,NC,13,Present,"Rep. Bradley “Brad” Miller [D, 2003-2012]",Democrat
400281,WV,1,Not Voting,"Rep. Alan Mollohan [D, 1983-2010]",Democrat
400282,KS,3,Present,"Rep. Dennis Moore [D, 1999-2010]",Democrat
400283,VA,8,Present,"Rep. James “Jim” Moran Jr. [D, 1991-2014]",Democrat
400284,KS,1,Present,"Rep. Jerry Moran [R, 1997-2010]",Republican
400285,PA,18,Present,"Rep. Tim Murphy [R, 2003-2017]",Republican
400286,PA,12,Present,"Rep. John Murtha [D, 1973-2010]",Democrat
400288,NC,9,Present,"Rep. Sue Myrick [R, 1995-2012]",Republican
400289,NY,8,Present,"Rep. Jerrold Nadler [D, 1993-2012]",Democrat
400290,CA,38,Present,"Rep. Grace Napolitano [D, 2003-2012]",Democrat
400291,MA,2,Present,"Rep. Richard Neal [D, 1989-2012]",Democrat
400297,CA,21,Present,"Rep. Devin Nunes [R, 2003-2012]",Republican
400299,MN,8,Present,"Rep. James Oberstar [D, 1975-2010]",Democrat
400300,WI,7,Present,"Rep. David “Dave” Obey [D, 1969-2010]",Democrat
400301,MA,1,Present,"Rep. John Olver [D, 1991-2012]",Democrat
400302,TX,27,Not Voting,"Rep. Solomon Ortiz [D, 1983-2010]",Democrat
400308,NJ,6,Present,"Rep. Frank Pallone Jr. [D, 1993-2018]",Democrat
400309,NJ,8,Present,"Rep. Bill Pascrell Jr. [D, 1997-2012]",Democrat
400310,AZ,4,Present,"Rep. Ed Pastor [D, 2003-2012]",Democrat
400311,TX,14,Present,"Rep. Ronald “Ron” Paul [R, 1997-2012]",Republican
400312,NJ,10,Present,"Rep. Donald Payne [D, 1989-2012]",Democrat
400314,CA,8,Present,"Rep. Nancy Pelosi [D, 1993-2012]",Democrat
400315,IN,6,Present,"Rep. Mike Pence [R, 2003-2012]",Republican
400316,MN,7,Present,"Rep. Collin Peterson [D, 1991-2018]",Democrat
400318,WI,6,Present,"Rep. Thomas “Tom” Petri [R, 1979-2014]",Republican
400320,PA,16,Present,"Rep. Joseph Pitts [R, 1997-2016]",Republican
400321,PA,19,Not Voting,"Rep. Todd Platts [R, 2001-2012]",Republican
400323,ND,0,Present,"Rep. Earl Pomeroy [D, 1993-2010]",Democrat
400326,NC,4,Present,"Rep. David Price [D, 1997-2018]",Democrat
400328,FL,12,Present,"Rep. Adam Putnam [R, 2001-2010]",Republican
400330,CA,19,Not Voting,"Rep. George Radanovich [R, 1995-2010]",Republican
400331,WV,3,Not Voting,"Rep. Nick Rahall II [D, 1993-2014]",Democrat
400333,NY,15,Present,"Rep. Charles “Charlie” Rangel [D, 1993-2012]",Democrat
400335,MT,0,Present,"Rep. Dennis “Denny” Rehberg [R, 2001-2012]",Republican
400337,TX,16,Present,"Rep. Silvestre Reyes [D, 1997-2012]",Democrat
400339,TX,23,Present,"Rep. Ciro Rodriguez [D, 2007-2010]",Democrat
400340,KY,5,Not Voting,"Rep. Harold “Hal” Rogers [R, 1981-2018]",Republican
400341,AL,3,Present,"Rep. Mike Rogers [R, 2003-2018]",Republican
400342,MI,8,Present,"Rep. Mike Rogers [R, 2001-2014]",Republican
400343,CA,46,Not Voting,"Rep. Dana Rohrabacher [R, 2003-2012]",Republican
400344,FL,18,Not Voting,"Rep. Ileana Ros-Lehtinen [R, 1989-2012]",Republican
400345,AR,4,Present,"Rep. Mike Ross [D, 2001-2012]",Democrat
400346,NJ,9,Present,"Rep. Steven Rothman [D, 1997-2012]",Democrat
400347,CA,34,Present,"Rep. Lucille Roybal-Allard [D, 2003-2012]",Democrat
400348,CA,40,Present,"Rep. Edward “Ed” Royce [R, 2003-2012]",Republican
400349,MD,2,Present,"Rep. A. Dutch Ruppersberger [D, 2003-2018]",Democrat
400350,IL,1,Present,"Rep. Bobby Rush [D, 1993-2018]",Democrat
400351,WI,1,Present,"Rep. Paul Ryan [R, 1999-2018]",Republican
400352,OH,17,Not Voting,"Rep. Tim Ryan [D, 2003-2012]",Democrat
400355,CA,39,Present,"Rep. Linda Sánchez [D, 2003-2012]",Democrat
400356,CA,47,Present,"Rep. Loretta Sanchez [D, 2003-2012]",Democrat
400360,IL,9,Present,"Rep. Janice “Jan” Schakowsky [D, 1999-2018]",Democrat
400361,CA,29,Present,"Rep. Adam Schiff [D, 2003-2012]",Democrat
400363,GA,13,Present,"Rep. David Scott [D, 2003-2018]",Democrat
400364,VA,3,Present,"Rep. Robert “Bobby” Scott [D, 1993-2018]",Democrat
400365,WI,5,Present,"Rep. James Sensenbrenner Jr. [R, 2003-2018]",Republican
400366,NY,16,Present,"Rep. José Serrano [D, 1993-2012]",Democrat
400367,TX,32,Present,"Rep. Pete Sessions [R, 2003-2018]",Republican
400368,AZ,3,Present,"Rep. John Shadegg [R, 2003-2010]",Republican
400371,CA,27,Present,"Rep. Brad Sherman [D, 2003-2012]",Democrat
400373,IL,19,Present,"Rep. John Shimkus [R, 2003-2012]",Republican
400376,ID,2,Not Voting,"Rep. Michael “Mike” Simpson [R, 1999-2018]",Republican
400377,MO,4,Present,"Rep. Ike Skelton [D, 1977-2010]",Democrat
400378,NY,28,Present,"Rep. Louise Slaughter [D, 1993-2012]",Democrat
400379,WA,9,Present,"Rep. Adam Smith [D, 1997-2018]",Democrat
400380,NJ,4,Present,"Rep. Christopher “Chris” Smith [R, 1981-2018]",Republican
400381,TX,21,Present,"Rep. Lamar Smith [R, 1987-2018]",Republican
400383,AR,2,Present,"Rep. Victor “Vic” Snyder [D, 1997-2010]",Democrat
400385,IN,3,Not Voting,"Rep. Mark Souder [R, 2003-2010]",Republican
400386,SC,5,Present,"Rep. John Spratt Jr. [D, 1983-2010]",Democrat
400387,CA,13,Present,"Rep. Fortney “Pete” Stark [D, 1993-2012]",Democrat
400388,FL,6,Present,"Rep. Clifford “Cliff” Stearns [R, 1989-2012]",Republican
400391,MI,1,Present,"Rep. Bart Stupak [D, 1993-2010]",Democrat
400392,OK,1,Present,"Rep. John Sullivan [R, 2002-2012]",Republican
400395,TN,8,Present,"Rep. John Tanner [D, 1989-2010]",Democrat
400399,MS,4,Present,"Rep. Gene Taylor [D, 2003-2010]",Democrat
400400,NE,2,Present,"Rep. Lee Terry [R, 1999-2014]",Republican
400402,MS,2,Present,"Rep. Bennie Thompson [D, 1993-2018]",Democrat
400403,CA,1,Present,"Rep. Mike Thompson [D, 1999-2012]",Democrat
400404,TX,13,Present,"Rep. Mac Thornberry [R, 1995-2018]",Republican
400405,KS,4,Present,"Rep. Todd Tiahrt [R, 1995-2010]",Republican
400406,OH,12,Not Voting,"Rep. Patrick “Pat” Tiberi [R, 2001-2018]",Republican
400407,MA,6,Present,"Rep. John Tierney [D, 1997-2014]",Democrat
400409,NY,10,Present,"Rep. Edolphus “Ed” Towns [D, 1993-2012]",Democrat
400411,OH,3,Present,"Rep. Michael Turner [R, 2003-2012]",Republican
400414,MI,6,Present,"Rep. Fred Upton [R, 1993-2018]",Republican
400415,MD,8,Present,"Rep. Chris Van Hollen Jr. [D, 2003-2016]",Democrat
400416,NY,12,Present,"Rep. Nydia Velázquez [D, 1993-2012]",Democrat
400417,IN,1,Not Voting,"Rep. Peter Visclosky [D, 1985-2018]",Democrat
400419,OR,2,Present,"Rep. Greg Walden [R, 1999-2018]",Republican
400421,TN,3,Not Voting,"Rep. Zach Wamp [R, 1995-2010]",Republican
400422,CA,35,Not Voting,"Rep. Maxine Waters [D, 1993-2012]",Democrat
400423,CA,33,Present,"Rep. Diane Watson [D, 2003-2010]",Democrat
400424,NC,12,Present,"Rep. Melvin “Mel” Watt [D, 1993-2014]",Democrat
400425,CA,30,Present,"Rep. Henry Waxman [D, 2003-2012]",Democrat
400426,NY,9,Present,"Rep. Anthony Weiner [D, 1999-2011]",Democrat
400431,KY,1,Present,"Rep. Ed Whitfield [R, 1995-2016]",Republican
400433,SC,2,Present,"Rep. Joe Wilson [R, 2001-2018]",Republican
400435,VA,10,Present,"Rep. Frank Wolf [R, 1981-2014]",Republican
400436,CA,6,Present,"Rep. Lynn Woolsey [D, 1993-2012]",Democrat
400437,OR,1,Present,"Rep. David Wu [D, 1999-2011]",Democrat
400439,FL,10,Present,"Rep. W. Bill Young [R, 1993-2012]",Republican
400440,AK,0,Present,"Rep. Don Young [R, 1973-2018]",Republican
400441,TX,19,Present,"Rep. Randy Neugebauer [R, 2003-2016]",Republican
400442,KY,6,Not Voting,"Rep. Ben Chandler [D, 2004-2012]",Democrat
400443,SD,0,Present,"Rep. Stephanie Herseth Sandlin [D, 2004-2010]",Democrat
400570,CA,50,Not Voting,"Rep. Brian Bilbray [R, 2006-2012]",Republican
400616,NC,1,Present,"Rep. George “G.K.” Butterfield Jr. [D, 2004-2018]",Democrat
400617,CA,3,Present,"Rep. Daniel Lungren [R, 2005-2012]",Republican
400618,CA,20,Not Voting,"Rep. Jim Costa [D, 2005-2012]",Democrat
400620,CO,3,Present,"Rep. John Salazar [D, 2005-2010]",Democrat
400622,FL,14,Not Voting,"Rep. Connie Mack IV [R, 2005-2012]",Republican
400623,FL,20,Present,"Rep. Debbie Wasserman Schultz [D, 2005-2012]",Democrat
400626,GA,6,Present,"Rep. Tom Price [R, 2005-2017]",Republican
400627,GA,3,Present,"Rep. Lynn Westmoreland [R, 2007-2016]",Republican
400628,GA,12,Present,"Rep. John Barrow [D, 2005-2014]",Democrat
400630,IL,3,Present,"Rep. Daniel Lipinski [D, 2005-2018]",Democrat
400631,IL,8,Present,"Rep. Melissa Bean [D, 2005-2010]",Democrat
400633,KY,4,Present,"Rep. Geoff Davis [R, 2005-2012]",Republican
400635,LA,3,Present,"Rep. Charles Melancon [D, 2005-2010]",Democrat
400636,LA,7,Not Voting,"Rep. Charles Boustany Jr. [R, 2005-2012]",Republican
400638,MO,3,Present,"Rep. Russ Carnahan [D, 2005-2012]",Democrat
400639,MO,5,Present,"Rep. Emanuel Cleaver II [D, 2005-2018]",Democrat
400640,NE,1,Present,"Rep. Jeff Fortenberry [R, 2005-2018]",Republican
400641,NY,27,Present,"Rep. Brian Higgins [D, 2005-2012]",Democrat
400643,NC,5,Present,"Rep. Virginia Foxx [R, 2005-2018]",Republican
400644,NC,10,Present,"Rep. Patrick McHenry [R, 2005-2018]",Republican
400645,OK,2,Present,"Rep. Dan Boren [D, 2005-2012]",Democrat
400647,PA,13,Present,"Rep. Allyson Schwartz [D, 2005-2014]",Democrat
400648,PA,15,Present,"Rep. Charles Dent [R, 2005-2018]",Republican
400649,SC,4,Not Voting,"Rep. Bob Inglis [R, 2005-2010]",Republican
400651,TX,1,Present,"Rep. Louie Gohmert Jr. [R, 2005-2018]",Republican
400652,TX,2,Not Voting,"Rep. Ted Poe [R, 2005-2018]",Republican
400653,TX,9,Present,"Rep. Al Green [D, 2005-2018]",Democrat
400654,TX,10,Present,"Rep. Michael McCaul [R, 2005-2018]",Republican
400655,TX,11,Present,"Rep. Michael Conaway [R, 2005-2018]",Republican
400656,TX,24,Not Voting,"Rep. Kenny Marchant [R, 2005-2018]",Republican
400657,TX,28,Present,"Rep. Henry Cuellar [D, 2005-2018]",Democrat
400659,WA,5,Present,"Rep. Cathy McMorris Rodgers [R, 2005-2018]",Republican
400660,WA,8,Present,"Rep. David Reichert [R, 2005-2018]",Republican
400661,WI,4,Not Voting,"Rep. Gwen Moore [D, 2005-2018]",Democrat
400663,CA,5,Present,"Rep. Doris Matsui [D, 2005-2012]",Democrat
409888,PA,9,Present,"Rep. Bill Shuster [R, 2001-2018]",Republican
412010,OH,2,Present,"Rep. Jean Schmidt [R, 2005-2012]",Republican
412011,CA,48,Not Voting,"Rep. John Campbell III [R, 2005-2012]",Republican
412186,NJ,13,Present,"Rep. Albio Sires [D, 2006-2012]",Democrat
412187,AZ,5,Present,"Rep. Harry Mitchell [D, 2007-2010]",Democrat
412188,AZ,8,Present,"Rep. Gabrielle Giffords [D, 2007-2012]",Democrat
412189,CA,11,Present,"Rep. Jerry McNerney [D, 2007-2012]",Democrat
412190,CA,22,Not Voting,"Rep. Kevin McCarthy [R, 2007-2012]",Republican
412191,CO,5,Present,"Rep. Doug Lamborn [R, 2007-2018]",Republican
412192,CO,7,Present,"Rep. Ed Perlmutter [D, 2007-2018]",Democrat
412193,CT,2,Present,"Rep. Joe Courtney [D, 2007-2018]",Democrat
412194,CT,5,Not Voting,"Rep. Christopher Murphy [D, 2007-2012]",Democrat
412195,FL,11,Present,"Rep. Kathy Castor [D, 2007-2012]",Democrat
412196,FL,13,Present,"Rep. Vern Buchanan [R, 2007-2012]",Republican
412198,FL,22,Present,"Rep. Ron Klein [D, 2007-2010]",Democrat
412199,GA,4,Present,"Rep. Henry “Hank” Johnson Jr. [D, 2007-2018]",Democrat
412200,HI,2,Present,"Rep. Mazie Hirono [D, 2007-2012]",Democrat
412202,IL,6,Present,"Rep. Peter Roskam [R, 2007-2018]",Republican
412204,IL,17,Present,"Rep. Phil Hare [D, 2007-2010]",Democrat
412205,IN,2,Present,"Rep. Joe Donnelly [D, 2007-2012]",Democrat
412206,IN,8,Present,"Rep. Brad Ellsworth [D, 2007-2010]",Democrat
412208,IA,1,Not Voting,"Rep. Bruce Braley [D, 2007-2014]",Democrat
412209,IA,2,Present,"Rep. David Loebsack [D, 2007-2018]",Democrat
412211,KY,3,Present,"Rep. John Yarmuth [D, 2007-2018]",Democrat
412212,MD,3,Present,"Rep. John Sarbanes [D, 2007-2018]",Democrat
412214,MN,1,Present,"Rep. Timothy Walz [D, 2007-2018]",Democrat
412215,MN,5,Present,"Rep. Keith Ellison [D, 2007-2018]",Democrat
412216,MN,6,Present,"Rep. Michele Bachmann [R, 2007-2014]",Republican
412217,NE,3,Present,"Rep. Adrian Smith [R, 2007-2018]",Republican
412218,NV,2,Present,"Rep. Dean Heller [R, 2007-2011]",Republican
412219,NH,1,Present,"Rep. Carol Shea-Porter [D, 2007-2010]",Democrat
